,CMPNM_NM,JJINHBT_SALES_PRICE_RATE,OTSD_SALES_PRICE_RATE,ALL_SALES_PRICE_RATE,SIGNGU_NM,ADSTRD_NM,AREA_NM,MLSFC_NM,SCLAS_NM
225,901키네힐링(KINEHEALING),0.33,0.03,0.04666666666666667,제주시,노형동,제주시 동지역,한식,단품요리 전문
226,929숯불닭갈비,0.185,0.0025,0.015,제주시,연동,제주시 동지역,한식,단품요리 전문
227,941헤르쯔,0.47833333333333333,0.05333333333333334,0.07833333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
228,957해물짬뽕,0.12,0.034,0.04,제주시,애월읍,애월읍,한식,단품요리 전문
229,99초밥,0.14333333333333334,0.016666666666666666,0.023333333333333334,서귀포시,성산읍,성산읍,아시아음식,일식
230,AND YU (앤드유),0.59,0.03166666666666667,0.06666666666666667,제주시,한림읍,한림읍,한식,단품요리 전문
231,Apartment Coffee,0.045000000000000005,0.008333333333333333,0.011666666666666667,제주시,한경면,한경면,한식,단품요리 전문
232,BBQ  하귀애월점,0.6966666666666667,0.035,0.07666666666666666,제주시,애월읍,애월읍,패스트푸드,치킨
233,BBQ신연동점,1.3133333333333332,0.006666666666666667,0.08666666666666667,제주시,연동,제주시 동지역,패스트푸드,치킨
234,BBQ이도초교점,1.1516666666666666,0.006666666666666667,0.07833333333333334,제주시,이도2동,제주시 동지역,패스트푸드,치킨
235,BHC 서귀행복점,0.725,0.01,0.049999999999999996,서귀포시,서홍동,서귀포시 동지역,패스트푸드,치킨
236,BHC 제주신화월드점,1.19,0.18166666666666667,0.25166666666666665,서귀포시,안덕면,안덕면,패스트푸드,치킨
237,BHC성산점,0.35,0.035,0.05,서귀포시,성산읍,성산읍,패스트푸드,치킨
238,BHC치킨신서귀포점,0.41333333333333333,0.034999999999999996,0.05833333333333333,서귀포시,대륜동,서귀포시 동지역,패스트푸드,치킨
239,BOOKSALON IMAGO,0.039999999999999994,0.004,0.006,서귀포시,표선면,표선면,한식,단품요리 전문
240,Baby Cafe 어놀,0.4083333333333334,0.006666666666666667,0.03333333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
241,BestSwing스크린골프,0.03,0.0,0.0,제주시,삼양동,제주시 동지역,한식,가정식
242,Bija Blossom,0.09500000000000001,0.07666666666666667,0.07833333333333332,제주시,구좌읍,구좌읍,한식,단품요리 전문
243,Bravo Your Life,0.05,0.005,0.005,제주시,아라동,제주시 동지역,한식,단품요리 전문
244,CJ푸드빌(주)빕스제주연동,13.343333333333334,0.21166666666666667,1.0250000000000001,제주시,연동,제주시 동지역,양식,패밀리 레스토랑
245,Cafe  오름  Jeju,0.075,0.028333333333333332,0.03333333333333333,서귀포시,성산읍,성산읍,양식,양식
246,Club-JeJu,0.06833333333333333,0.02333333333333333,0.028333333333333332,서귀포시,예래동,서귀포시 동지역,양식,양식
247,DoDo도도돈까스,0.5633333333333334,0.013333333333333334,0.04666666666666667,제주시,애월읍,애월읍,한식,단품요리 전문
248,EQ치킨,0.6683333333333333,0.005,0.045000000000000005,서귀포시,대정읍,대정읍,패스트푸드,치킨
249,GROOV,0.9483333333333333,0.5016666666666667,0.5433333333333333,제주시,한림읍,한림읍,한식,단품요리 전문
250,Gift of Kaldi (칼디의 선물),0.03166666666666667,0.0,0.0016666666666666668,제주시,용담2동,제주시 동지역,한식,단품요리 전문
251,HIERBA,0.13666666666666666,0.02666666666666667,0.03833333333333334,제주시,조천읍,조천읍,한식,단품요리 전문
252,JOYUAM(조유암). 카페아라,0.03,0.0,0.0033333333333333335,서귀포시,안덕면,안덕면,음료,커피
253,KFC 서귀포중문DT,3.3533333333333335,0.20333333333333334,0.3983333333333334,서귀포시,예래동,서귀포시 동지역,패스트푸드,햄버거
254,Kim&Kim,0.172,0.002,0.01,제주시,삼도2동,제주시 동지역,한식,단품요리 전문
255,Mood Wood(무드우드),0.05,0.01,0.01,서귀포시,정방동,서귀포시 동지역,양식,양식
256,N109,0.006666666666666667,0.0,0.0,제주시,구좌읍,구좌읍,한식,가정식
257,O3커피,0.068,0.01,0.016,제주시,삼도1동,제주시 동지역,한식,단품요리 전문
258,Papamoo Bakery (파파무베이커리),1.02,0.01,0.07333333333333333,제주시,일도2동,제주시 동지역,간식,베이커리
259,SATURDAYISLAND (세러데이아일랜드),0.023333333333333334,0.065,0.065,제주시,구좌읍,구좌읍,양식,양식
260,SEOGWIDANG,0.27166666666666667,0.015,0.03,서귀포시,정방동,서귀포시 동지역,간식,베이커리
261,SM아이스크림 할인점,1.3216666666666665,0.0016666666666666668,0.07833333333333332,제주시,삼양동,제주시 동지역,간식,아이스크림/빙수
262,SM아이스크림할인점,0.44333333333333336,0.0,0.02666666666666667,제주시,이도1동,제주시 동지역,간식,아이스크림/빙수
263,STONE LOUNGE,0.13833333333333334,0.013333333333333334,0.02,제주시,조천읍,조천읍,간식,베이커리
264,SYUN 식당,0.15,0.055,0.06333333333333334,서귀포시,성산읍,성산읍,아시아음식,일식
265,TONKATSU 서황,0.64,0.19333333333333333,0.22333333333333336,제주시,애월읍,애월읍,아시아음식,일식
266,Texture Bakery(텍스처베이커리),0.41,0.024999999999999998,0.04833333333333334,제주시,노형동,제주시 동지역,간식,베이커리
267,U.cafe 유.카페,0.4666666666666666,0.016666666666666666,0.045000000000000005,제주시,연동,제주시 동지역,음료,커피
268,WASUP (와섭),0.10666666666666667,0.11,0.11,제주시,애월읍,애월읍,한식,가정식
269,centro,0.7166666666666667,0.09833333333333333,0.14166666666666666,서귀포시,정방동,서귀포시 동지역,양식,양식
270,mareta,0.0,0.0016666666666666668,0.0016666666666666668,제주시,한림읍,한림읍,한식,단품요리 전문
271,moimoi,0.0,0.002,0.002,제주시,한림읍,한림읍,한식,단품요리 전문
272,nogorosi,0.08,0.045000000000000005,0.04833333333333334,제주시,한림읍,한림읍,한식,단품요리 전문
273,zzz제주흑돼지,1.432,0.662,0.742,제주시,연동,제주시 동지역,한식,돼지고기
274,가가호호,0.14,0.034999999999999996,0.041666666666666664,서귀포시,남원읍,남원읍,한식,단품요리 전문
275,가건물,0.18833333333333335,0.03333333333333333,0.04666666666666667,서귀포시,표선면,표선면,한식,가정식
276,가고파,0.2575,0.0,0.015,서귀포시,중앙동,서귀포시 동지역,한식,가정식
277,가끔,0.015,0.0,0.0,제주시,일도1동,제주시 동지역,한식,가정식
278,가나안,0.22166666666666668,0.0,0.015,제주시,연동,제주시 동지역,한식,가정식
279,가나포차,0.165,0.0,0.01,제주시,연동,제주시 동지역,한식,단품요리 전문
280,가는곶세화,0.36000000000000004,0.13833333333333334,0.155,제주시,구좌읍,구좌읍,양식,양식
281,가다오다,0.5416666666666666,0.0033333333333333335,0.03666666666666667,제주시,일도2동,제주시 동지역,한식,가정식
282,가담,2.6300000000000003,0.041666666666666664,0.19999999999999998,제주시,노형동,제주시 동지역,한식,단품요리 전문
283,가담국수 하귀점,0.9633333333333334,0.013333333333333334,0.07,제주시,애월읍,애월읍,한식,단품요리 전문
284,가던,0.27166666666666667,0.005,0.021666666666666667,제주시,용담2동,제주시 동지역,한식,가정식
285,가던길멈추고,0.13,0.0016666666666666668,0.006666666666666667,제주시,일도2동,제주시 동지역,한식,단품요리 전문
286,가드망제,0.6183333333333333,0.008333333333333333,0.045000000000000005,서귀포시,안덕면,안덕면,양식,양식
287,가득한한잔,0.6416666666666666,0.0033333333333333335,0.043333333333333335,제주시,일도2동,제주시 동지역,한식,단품요리 전문
288,가든업,0.586,0.01,0.046,제주시,노형동,제주시 동지역,한식,단품요리 전문
289,가든오브우아당,0.2783333333333333,0.075,0.08833333333333333,서귀포시,대륜동,서귀포시 동지역,한식,단품요리 전문
290,가든이다,1.2750000000000001,0.04833333333333334,0.125,서귀포시,중문동,서귀포시 동지역,한식,가정식
291,가락국수,0.9316666666666666,0.03,0.09000000000000001,제주시,연동,제주시 동지역,한식,단품요리 전문
292,가락동리어카포차외도점,0.20333333333333337,0.0033333333333333335,0.015,제주시,외도동,제주시 동지역,한식,단품요리 전문
293,가람,0.53,0.007692307692307693,0.04,제주시,이도2동,제주시 동지역,한식,가정식
294,가람돌솥밥,0.8966666666666666,1.2533333333333334,1.2733333333333334,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
295,가로수길마루,0.16666666666666666,0.10833333333333334,0.11499999999999999,제주시,애월읍,애월읍,한식,가정식
296,가르텐노형점,0.525,0.006666666666666667,0.041666666666666664,제주시,노형동,제주시 동지역,한식,단품요리 전문
297,가르텐동홍점,0.195,0.0,0.015,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
298,가름물,0.215,0.1416666666666667,0.15,제주시,구좌읍,구좌읍,한식,가정식
299,가리본가 광양점,3.3966666666666665,0.02666666666666667,0.22999999999999998,제주시,삼도1동,제주시 동지역,한식,가정식
300,가리본가 노형점,1.3383333333333332,0.01,0.08833333333333333,제주시,노형동,제주시 동지역,한식,단품요리 전문
301,가리본가본점,4.218333333333333,0.07166666666666667,0.3233333333333333,제주시,연동,제주시 동지역,한식,가정식
302,가리비안의해적,0.051666666666666666,0.024999999999999998,0.02666666666666667,제주시,한림읍,한림읍,한식,단품요리 전문
303,가리포차,0.69,0.006666666666666667,0.05666666666666667,제주시,이도2동,제주시 동지역,한식,가정식
304,가마리식당,0.5950000000000001,0.02666666666666667,0.06166666666666667,서귀포시,표선면,표선면,한식,가정식
305,가마솥국밥,0.6466666666666666,0.018333333333333333,0.05666666666666667,서귀포시,대정읍,대정읍,한식,가정식
306,가마솥뼈다귀해장국,0.15833333333333335,0.03833333333333334,0.04666666666666667,서귀포시,성산읍,성산읍,한식,단품요리 전문
307,가마솥애,0.9816666666666666,0.006666666666666667,0.065,제주시,일도2동,제주시 동지역,한식,가정식
308,가마솥추어탕,0.27166666666666667,0.0033333333333333335,0.023333333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
309,가마치통닭 애월점,0.005,0.0,0.0,제주시,애월읍,애월읍,패스트푸드,치킨
310,가마치통닭노형점,1.0316666666666665,0.03,0.09166666666666667,제주시,노형동,제주시 동지역,패스트푸드,치킨
311,가마치통닭애월점,0.02,0.0,0.0,제주시,애월읍,애월읍,패스트푸드,치킨
312,가마치통닭용담점,0.4816666666666667,0.005,0.03333333333333333,제주시,용담1동,제주시 동지역,패스트푸드,치킨
313,가멍오멍,0.21666666666666667,0.0,0.013333333333333334,서귀포시,표선면,표선면,한식,가정식
314,가멍오멍편의음식점,0.09333333333333334,0.0,0.0033333333333333335,서귀포시,대정읍,대정읍,한식,가정식
315,가메오름,0.13999999999999999,0.0033333333333333335,0.013333333333333334,제주시,오라동,제주시 동지역,한식,가정식
316,가미돈,0.0,0.0,0.0,제주시,이호동,제주시 동지역,한식,가정식
317,가미정,0.4166666666666667,0.0033333333333333335,0.02666666666666667,서귀포시,표선면,표선면,한식,가정식
318,가배두커피,0.135,0.0,0.011666666666666667,제주시,이도2동,제주시 동지역,한식,단품요리 전문
319,가배미,0.105,0.0016666666666666668,0.01,서귀포시,동홍동,서귀포시 동지역,한식,단품요리 전문
320,가보면호프,0.10250000000000001,0.0,0.005,제주시,용담2동,제주시 동지역,주점및주류판매,맥주/요리주점
321,가보세엠케이카페,0.21799999999999997,0.002,0.014000000000000002,서귀포시,대정읍,대정읍,한식,가정식
322,가보정원,1.0733333333333335,0.03,0.09499999999999999,서귀포시,대륜동,서귀포시 동지역,한식,가정식
323,가보카,0.05333333333333334,0.005,0.008333333333333333,제주시,한경면,한경면,한식,단품요리 전문
324,가본,0.245,0.023333333333333334,0.03666666666666667,제주시,건입동,제주시 동지역,한식,가정식
325,가비,0.665,0.0,0.04,제주시,일도2동,제주시 동지역,한식,단품요리 전문
326,가비닻,0.20833333333333334,0.2966666666666667,0.30333333333333334,제주시,애월읍,애월읍,한식,가정식
327,가비오타카페,0.08833333333333333,0.02,0.021666666666666667,제주시,구좌읍,구좌읍,음료,커피
328,가빈거래처,0.4716666666666667,0.005,0.035,제주시,아라동,제주시 동지역,한식,가정식
329,가스름식당,1.4533333333333334,0.09833333333333334,0.18000000000000002,서귀포시,표선면,표선면,한식,가정식
330,가시고기,0.07166666666666667,0.0033333333333333335,0.008333333333333333,서귀포시,중앙동,서귀포시 동지역,한식,단품요리 전문
331,가시나,0.065,0.005,0.01,제주시,노형동,제주시 동지역,한식,단품요리 전문
332,가시리은하수가든,0.7050000000000001,0.005,0.04833333333333333,서귀포시,표선면,표선면,한식,가정식
333,가시버시정육구이,0.19666666666666666,0.01,0.02,제주시,연동,제주시 동지역,한식,가정식
334,가시식당,1.3716666666666668,0.14500000000000002,0.22333333333333336,서귀포시,표선면,표선면,한식,가정식
335,가시식당2호점,1.24,0.016666666666666666,0.09500000000000001,제주시,이도2동,제주시 동지역,한식,가정식
336,가시아방국수,0.5950000000000001,1.0533333333333335,1.0616666666666668,서귀포시,성산읍,성산읍,한식,단품요리 전문
337,가시어멍,0.46,0.018333333333333333,0.045000000000000005,서귀포시,중문동,서귀포시 동지역,한식,단품요리 전문
338,가시어멍김밥,0.7949999999999999,0.01,0.07500000000000001,제주시,노형동,제주시 동지역,한식,분식
339,가시어멍회국수,0.11,0.03,0.03666666666666667,제주시,우도면,우도면,한식,단품요리 전문
340,가시코너국수,0.06166666666666667,0.0033333333333333335,0.006666666666666667,서귀포시,표선면,표선면,한식,단품요리 전문
341,가식,0.0,0.0,0.0,제주시,조천읍,조천읍,한식,가정식
342,가야국수,0.15333333333333335,0.0,0.013333333333333334,제주시,노형동,제주시 동지역,한식,단품요리 전문
